Company,WBA ID,Website,Corporate name,Headquarters,Region,Income group,Ownership,ISIN,Ticker,Stock market,Wiki Data ID,LEI,"""Home"" Transformation",Food & Agriculture,Decarbonisation and Energy,Nature,Digital,Financial,Urban,Social,WBA Industry,ISIC 4,ISIC Description,Revenue US$ m 2021,Revenue US$ m 2022,Revenue US$ m 2023,Employees 2021,Employees 2022,Employees 2023,Women employees (%) 2023,Women on the board (%) 2024,Water 2023 (ML),Waste 2023 (t),Scope 1+S2 LB million tCO2e 2021,Scope 1+2 LB milion tCO2e 2022,Scope 1+2 milion tCO2e LB 2023,Scope 3 million tCO2e 2021,Scope 3 All relevant categories 2021,Scope 3 million tCO2e 2022,Scope 3 All relevant categories 2022,Scope 3 million tCO2e 2023,Scope 3 All relevant categories 2023,SBTi 2023,SBTi 2024,Energy (MWh) 2021,Electricity (MWh) 2021,Renewable electricity (%) 2021,Energy (MWh) 2022,Electricity (MWh) 2022,Renewable electricity (%) 2022, Energy (MWh) 2023, Electricity (MWh) 2023,Renewable electricity (%) 2023,Fiscal year 2023 ending, Countries of operation reported by company, Calculated countries of operations, Significant countries of operation,Significance metric,Keystone Footprint metric,Latest value,Financial report 2023,ESG Report 2023,Financial link 2023,ESG link 2023
Boehringer Ingelheim,PT_00293,https://www.boehringer-ingelheim.com,C.H. Boehringer Sohn AG & Co,Germany,Europe & Central Asia,High income,Private,,,, Q699532, 529900P5FAANZASUYL28, Nature, , , Yes, , , , Yes, Pharmaceuticals & Biotechnology,2100," Manufacture of pharmaceuticals, medicinal chemical and botanical products","  24,256.47 ","  25,420.00 ","  27,838.04 ","  52,391.00 ","  53,155.00 ","  53,000.00 ", ...,  33.3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , No,  -   , NA, Targets Set, Targets Set,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,31-Dec-23,, ,  -   ,  -   , Number of patients treated ,"  61,000,000 ",Annual report 2023, ,https://annualreport.boehringer-ingelheim.com/2023/download/BOE_AR23_Highlights_2023_EN_safe.pdf, 
Nordstrom,PT_01292,https://www.nordstrom.com,"Nordstrom, Inc.",United States,North America,High income,Public, US6556641008,,, Q174310, 549300S3IZB5P35KNV16, Nature, , , Yes, , , , Yes, Apparel & Footwear,4771," Retail sale of clothing, footwear and leather articles in specialized stores","  14,402 ","  15,092 ","  14,693 ","  60,000 ","  60,000 ","  54,000 ",  67.0 ,  33.3 ,  -   ,  -   ,  -   ,  0.22 ,  0.20 ,  -   ,  -   ,  3.43 , Yes,  3.15 , No, Committed, Targets Set,  -   ,  -   ,  -   ,"  658,124.77 ","  551,749.64 ",  2.86 ,"  628,539.11 ","  513,893.58 ",  -   ,3-Feb-24,, ,  -   ,  -   , , ,Annual Report 2023, ,https://press.nordstrom.com/static-files/0ad70b27-6a42-4ee6-afca-eb6b21f5765d, 
JSW Energy,PT_02300,https://www.jsw.in/energy,JSW Energy,India,South Asia,Lower middle income,Public, INE121E01018,,, Q6108971, 3358001ZFBW2VIMBMI85, Climate, , Yes, , , , , Yes, Utilities,3510," Electric power generation, transmission and distribution","  1,182 ","  1,383 ","  1,446 ","  4,060 ","  4,740 ","  7,971 ",  3.7 ,  9.1 ,"  109,807.75 ","  1,358,748.42 ",  15.12 ,  16.09 ,  -   ,  1.22 ,  -   ,  1.63 , No,  1.79 , Yes, Committed, Removed,"  25,565,966.02 ","  1,489,948.93 ",  -   ,"  26,229,110.00 ","  1,609,785.00 ",  7.73 ,"  35,581,457.10 ","  79,653.36 ",  62.61 ,31-Mar-24,, ,  -   ,  -   , , ,2023-24 INTEGRATED ANNUAL REPORT,2023-24 INTEGRATED ANNUAL REPORT,https://www.jsw.in/sites/default/files/assets/downloads/energy/Financial%20Releases/Annual%20Reports/JSW-Energy-Annual-Report-Integrated-2023-24-v2.pdf,https://www.jsw.in/sites/default/files/assets/downloads/energy/Financial%20Releases/Annual%20Reports/JSW-Energy-Annual-Report-Integrated-2023-24-v2.pdf
Yili,PT_01976,https://www.yili.com,Yili Group,China,East Asia & Pacific,Upper middle income,Public, CNE000000JP5,600887, SSE, Q1231406, 3003002Q2A863JPQFH06, FAB, Yes, , Yes, , , , Yes, Food Production,1050, Manufacture of dairy products,"  17,077 ","  18,275 ","  17,822 ","  61,598 ","  67,199 ","  64,305 ", ...,  45.5 ,"  36,070.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , No,  -   , NA, Committed, Committed,  -   ,  -   ,  -   ,  -   ,  -   ,  6.50 ,"  3,256,052.14 ",  -   ,  19.99 ,31-Dec-23,  39 , ,  -   ,  -   , Number of processing and manufacturing facilities ,  81 ,2023 Sustainability Report,2023 Sustainability Report,https://www.yili.com/uploads/2024-05-26/66df18f9-9895-4a53-8409-0bc0ecd3b5661716720218130.pdf,https://www.yili.com/uploads/2024-05-26/66df18f9-9895-4a53-8409-0bc0ecd3b5661716720218130.pdf
Kajima Corporation,PT_00987,https://www.kajima.co.jp,Kajima Corporation,Japan,East Asia & Pacific,High income,Public, JP3210200006,,, Q1081154,, Urban, , ,, , , Yes, Yes, Construction & Engineering,4100, Construction of buildings,"  18,949 ","  18,187 ","  18,971 ","  19,295 ","  19,396 ","  23,873 ", ...,  25.0 ,"  1,486.00 ","  1,807,086.40 ",  0.19 ,  -   ,  -   ,  10.33 ,  -   ,  9.36 , Yes,  19.36 , Yes, Targets Set, Targets Set,  866.00 ,  94.00 ,  -   ,"  1,082.00 ",  114.00 ,  -   ,"  1,057,068.00 ",  118.00 ,  -   ,31-Mar-24,, ,  -   ,  -   , , ,Consolidated and Nonconsolidated Financial Statements,ENVIRONMENTAL DATA 2024,https://www.kajima.co.jp/english/ir/finance/pdf/20240514-fs.pdf,https://www.kajima.co.jp/english/sustainability/data/pdf/data_report2024.pdf
Kansai Electric Power,PT_00990,https://www.kepco.co.jp,Kansai Electric Power Company ,Japan,East Asia & Pacific,High income,Public, JP3228600007,,, Q1365015, 353800PFUKP5ONPJNZ86, Climate, , Yes, , , , Yes, Yes, Utilities,3510," Electric power generation, transmission and distribution","  25,985 ","  30,052 ","  28,894 ","  31,963 ","  31,628 ","  31,437 ", ...,  15.4 ,"  3,840.00 ","  558,000.00 ",  23.78 ,  23.05 ,  -   ,  17.39 ,  -   ,  31.26 , Yes,  35.96 , Yes,  -   , …,"  105,789,444.45 ","  72,000.00 ",  -   ,"  102,783,971.00 ",  -   ,  -   ,"  32,539,843.00 ",  -   ,  -   ,31-Mar-24,, ,  -   ,  -   , , ,"Consolidated Financial Statements for the Year Ended March 31, 2024,",Environmental Data 2024,https://www.kepco.co.jp/english/corporate/ir/brief/subsidiaries/pdf/csf2024.pdf,https://www.kepco.co.jp/english/corporate/list/environmental/data/pdf/en2024_e_00.pdf
Tata Communications,PT_02041,https://www.tatacommunications.com,Tata Communications Limited,India,South Asia,Lower middle income,Public, INE151A01013,,, Q2395390, 3358004PBWAYF65RLI81, DIB, , , , Yes, , , Yes, Telecommunications,6190, Other telecommunications activities,"  2,263 ","  2,316 ","  2,573 ","  18,274 ","  18,907 ","  19,287 ",  20.6 ,  16.7 ,  225.84 ,  417.00 ,  0.09 ,  0.08 ,  0.12 ,  0.10 , Yes,  0.13 , Yes,  0.16 , Yes, Committed, Targets Set,"  172,938.82 ","  143,923.56 ",  13.00 ,"  172,674.00 ","  166,552.00 ",  18.36 ,"  180,408.00 ","  173,695.00 ",  27.75 ,31-Mar-24,, ,  -   ,  -   , , ,Integrated Report 2023-24,Business Responsibility & Sustainability Report 2024,https://gamma.tatacommunications.com/assets/wp-content/uploads/2024/06/integrated-annual-report-fy2023-24.pdf,https://gamma.tatacommunications.com/assets/wp-content/uploads/2024/06/business-responsibility-and-sustainability-report-2024.pdf
Sysco,PT_01713,https://investors.sysco.com,Sysco Corporation,United States,North America,High income,Public, US8718291078,,, Q2376711, 5RGWIFLMGH3YS7KWI652, FAB, Yes, , Yes, , , , Yes, Food Production,4630," Wholesale of food, beverages and tobacco","  51,297.84 ","  76,324.68 ","  76,324.68 ","  58,000.00 ","  72,000.00 ","  72,000.00 ",  22.2 ,  40.0 ,  -   ,  -   ,  1.54 ,  1.32 ,  -   ,  70.40 ,  -   ,  75.05 , Yes,  -   , NA, Targets Set, Targets Set,"  3,976,814.00 ","  693,304.00 ",  7.61 ,"  4,354,777.00 ","  730,677.00 ",  7.51 ,"  4,354,777.00 ","  1,641,750.93 ",  -   ,1-Jul-23,  11 ,  14 ,  -   ,  -   , , ,2023 ANNUAL REPORT, ,https://investors.sysco.com/~/media/Files/S/Sysco-IR/documents/annual-reports/Sysco_2023-Annual-Report_Web.pdf, 
Coca-Cola Company,PT_00447,https://www.coca-colacompany.com,The Coca-Cola Company,United States,North America,High income,Public, US1912161007,,, Q3295867, UWJKFUJFZ02DKWI3RY53, FAB, Yes, , Yes, , , , Yes, Food Production,1104, Manufacture of soft drinks; production of mineral waters and other bottled waters,"  38,655.00 ","  43,004.00 ","  45,754.00 ","  79,000.00 ","  82,500.00 ","  79,100.00 ", ...,  50.0 ,"  311,998.00 ",  -   ,  1.20 ,  1.19 ,  1.35 ,  4.30 ,  -   ,  5.56 , No,  4.61 , No, Targets Set, Targets Set,"  17,705,805.24 ",  -   ,  -   ,"  2,966,669.04 ","  1,552,691.00 ",  16.45 ,"  18,556,403.73 ",  -   ,  24.00 ,31-Dec-23,  21 , , ,  -   , Number of production facilities ,  950 ,FORM 10-K,2023 Environmental Update,https://investors.coca-colacompany.com/filings-reports/annual-filings-10-k/content/0000021344-24-000009/0000021344-24-000009.pdf,https://www.coca-colacompany.com/content/dam/company/us/en/reports/2023-environmental-update/2023-environmental-update.pdf
Kolkata Metro,PT_02635,http://www.kmrc.in,Kolkata Metro Rail Corporation Ltd.,India,South Asia,Lower middle income,Government,,,, Q1048849, 894500Q3UK2GNNQ9H159, Urban, , , , , , Yes, Yes, Passenger Transport,4921, Urban and suburban passenger land transport, ..., ...,  0 ,  -   ,  -   ,  -   ,,  10.0 ,  -   ,  -   , ,  -   ,  -   , , ,  -   ,  -   ,  -   , NA,  -   , …, , ,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,31-Mar-24,, ,  -   ,  -   , , ,Annual Report, ,https://www.kmrc.in/admin/uploads/KMRC_ANNUAL_REPORT_2023-24_FINAL.pdf, 
Kotak Mahindra Bank,PT_01027,https://www.kotak.com,Kotak Mahindra Bank,India,South Asia,Lower middle income,Public, INE237A01028,,, Q2040404, 335800E6GTTXKHXE2I75, FSB, , , , , Yes, , Yes, Banks,6419, Other monetary intermediation, ..., ...,"  11,413 ","  66,424 ","  126,191 ","  116,000 ",  26.2 ,  27.3 ,  852.46 ,"  1,193.70 ",  0.07 ,  -   ,  -   ,  0.05 ,  -   ,  0.08 , No,  0.05 , Yes,  -   , …,"  84,987.35 ","  83,875.09 ",  4.30 ,"  103,921.47 ","  101,335.64 ",  3.45 ,"  133,632.05 ","  152,325.00 ",  6.07 ,31-Mar-24,  2 ,  2 ,  -   ,  -   , , ,Integrated Annual Report 2023-24,Integrated Annual Report 2023-24,https://www.kotak.com/content/dam/Kotak/others/Kotak-Mahindra-Bank-Limited-FY24.pdf,https://www.kotak.com/content/dam/Kotak/others/Kotak-Mahindra-Bank-Limited-FY24.pdf
TCL,PT_01737,https://www.tcl.com,TCL Electronics Holdings Limited,China,East Asia & Pacific,Upper middle income,Public, CNE000001GL8,01070, HKEX, Q29468800, 5299000Y9D001SNNTJ48, DIB, , ,  -   , Yes, , , Yes, Electronics,2640, Manufacture of consumer electronics,"  9,633 ","  9,113 ","  10,088 ","  31,238 ","  24,694 ","  24,620 ",  41.5 ,  14.3 ,  879.58 ,"  10,187.00 ",  0.10 ,  -   ,  -   ,  -   , No,  -   , No,  -   , NA,  -   , …,"  218,050.00 ","  147,718.00 ",  -   ,"  181,248.00 ","  143,257.12 ",  5.35 ,"  125,869.00 ","  105,469.70 ",  9.58 ,31-Dec-23,  2 , ,  -   ,  -   , , ,ANNUAL REPORT 2023,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT",https://doc.irasia.com/listco/hk/tclelectronics/annual/2023/ar2023.pdf,https://doc.irasia.com/listco/hk/tclelectronics/annual/2023/esr.pdf
Nike,PT_01270,https://www.nike.com,"NIKE, Inc.",United States,North America,High income,Public, US6541061031,,, Q483915, 787RXPR0UX0O0XUXPZ81, Nature, , , Yes, , , , Yes, Apparel & Footwear,4771," Retail sale of clothing, footwear and leather articles in specialized stores","  46,710 ","  51,217 ","  51,362 ","  79,100 ","  83,700 ","  79,400 ", ...,  35.7 ,  -   ,  -   ,  0.29 ,  0.27 ,  -   ,  10.82 ,  -   ,  9.95 , Yes,  -   , NA, Targets Set, Targets Set,"  798,688.00 ","  592,211.00 ",  77.53 ,"  815,320.00 ","  588,537.00 ",  93.01 ,  -   ,  -   ,  -   ,31-May-24,  45 ,  45 ,  -   , Electricity, Number of stores ,"  1,032 ",FORM 10-K, ,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000320187/3b853bdf-ecf8-433c-960b-43cf691c5aa2.pdf, 
Kyushu Electric Power,PT_01044,https://www.kyuden.co.jp,Kyushu Electric Power,Japan,East Asia & Pacific,High income,Public, JP3246400000,,, Q694507, 549300BYNZPLKQVQH430, Climate, , Yes, , , , , Yes, Utilities,3510," Electric power generation, transmission and distribution","  15,884 ","  16,892 ","  15,228 ","  5,235 ","  12,339 ","  12,092 ",  8.7 ,  21.4 ,"  5,851.00 ","  860,791.00 ",  17.49 ,  23.69 ,  17.80 ,  23.62 ,  -   ,  22.60 , No,  16.81 , Yes, Targets Set, Targets Set,  -   ,"  500,600.00 ",  -   ,"  91,784,520.00 ","  535,700.00 ",  -   ,"  64,831,685.20 ","  469,900.00 ",  -   ,31-Mar-24,, ,  -   ,  -   , Number of customers served,"  7,840,000 ",Integrated Report,Integrated Report,https://www.kyuden.co.jp/var/rev0/0572/3756/en_integratedreport_2024_b.pdf,https://www.kyuden.co.jp/var/rev0/0572/3756/en_integratedreport_2024_b.pdf
Larsen & Toubro,PT_01057,https://www.larsentoubro.com,Larsen & Toubro Ltd,India,South Asia,Lower middle income,Public, INE018A01030,,, Q638231, 335800CKV1XF2ILXZP35, Urban, , ,, , , Yes, Yes, Construction & Engineering,4210, Construction of roads and railways,"  14,152 ","  23,698 ","  27,273 ","  46,000 ","  330,955 ","  407,438 ",  1.8 ,  -   ,"  16,125.32 ","  454,097.00 ",  0.89 ,  -   ,  -   ,  4.98 ,  -   ,  7.13 , No,  7.07 , Yes,  -   , …,"  2,679,798.25 ","  355,962.51 ",  9.92 ,"  2,983,335.72 ","  372,222.52 ",  9.70 ,"  2,913,277.89 ","  467,955.37 ",  9.20 ,31-Mar-24,, ,  -   ,  -   , , ,INTEGRATED ANNUAL REPORT 2023-24,INTEGRATED ANNUAL REPORT 2023-24,https://investors.larsentoubro.com/upload/AnnualRep/FY2024AnnualRepL&T%20Integrated%20Annual%20Report%202023-2024.pdf,https://investors.larsentoubro.com/upload/AnnualRep/FY2024AnnualRepL&T%20Integrated%20Annual%20Report%202023-2024.pdf
TCS,PT_02817,https://www.tcs.com,Tata Consultancy Services Limited,India,South Asia,Lower middle income,Public, INE467B01029,,, Q13227919, 335800ZJKU9GPQRE2U66, DIB,,,, Yes,,, Yes, IT Software & Services,6202, Computer consultancy and computer facilities management activities, ..., ...,"  29,699 ", ..., ...,"  631,858 ",  35.6 , ...,"  2,946.58 ","  6,716.20 ", ,  -   ,  -   , , ,  -   ,  -   ,  0.50 , Yes,  -   , Removed, , ,,  -   ,  -   ,  -   ,"  474,773.43 ","  456,086.15 ",  77.11 ,31-Mar-24,, ,  -   ,  -   , , ,Integrated Annual Report 2023-24,Integrated Annual Report 2023-24,https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2023-24/ar/annual-report-2023-2024.pdf,https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2023-24/ar/annual-report-2023-2024.pdf
Life Insurance Corporation of India,PT_01076,https://licindia.in,Life Insurance Corporation of India,India,South Asia,Lower middle income,Public, INE0J1Y01017,,, Q2767170, 21380068NOA8WMH89Z35, FSB, , , , , Yes, , Yes, Insurance,6500," Insurance, reinsurance and pension funding, except compulsory social security", ..., ...,"  106,493 ","  104,036 ","  98,463 ","  98,661 ",  23.6 ,  6.7 ,"  35,506.90 ","  4,201.41 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   , No,  -   , NA,  -   , …,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,"  209,598.22 ","  91,474.52 ",  -   ,31-Mar-24,, , ,  -   , , ,Annual report 2023-24,Annual report 2023-24,https://www.licindia.in/documents/20121/92529/LIC+of+India_AR_FY+2023_24.pdf/6c557500-d9db-bae6-429c-6bb3ca0082d8?t=1722077796687,https://www.licindia.in/documents/20121/92529/LIC+of+India_AR_FY+2023_24.pdf/6c557500-d9db-bae6-429c-6bb3ca0082d8?t=1722077796687
Link REIT,PT_02496,https://www.linkreit.com/en/,Link REIT,"Hong Kong SAR, China",East Asia & Pacific,High income,Public, HK0823032773,0823, HKEX, Q837533, 529900XUE70U36QX5M62, Urban, , , , , , Yes, Yes, Real Estate,6810, Real estate activities with own or leased property,"  1,493 ","  1,562 ","  1,734 ", ...,"  1,332 ","  1,413 ", ...,  25.0 ,"  1,953.96 ","  72,932.78 ",  -   ,  -   ,  -   ,  -   ,  -   ,  0.16 , No,  0.50 , Yes,  -   , Targets Set,  -   ,  -   ,  -   ,"  261,611.88 ","  253,258.00 ",  5.89 ,"  285,668.01 ","  282,496.00 ",  7.17 ,31-Mar-24,, ,  -   ,  -   , , ,"Annual Report 2023/2024 Governance, Disclosures and Financial Statements",Sustainability Compendium,https://www.linkreit.com/-/media/linkreit/investor-relations/financial-reports-and-presentations/financial-report/2024/annual-report-2324-e-book-2.pdf?rev=409d825c085748bcbaf65976437fd8cf&hash=B1A2266CA0411C685B8FE7E64E607FA7,https://www.linkreit.com/-/media/linkreit/investor-relations/financial-reports-and-presentations/financial-report/2024/annual-report-2324-e-book-3.pdf?rev=c50bb46873c04d59ad1a0f20217e6ac7
Lodha,PT_02497,https://www.lodhagroup.in,Macrotech Developers Ltd,India,South Asia,Lower middle income,Public, INE670K01029,,, Q85781893, 254900B5QCN52ETNU557, Climate, , Yes, , , , Yes, Yes, Construction & Engineering,4100, Construction of buildings, ...,"  1,223 ","  1,267 ", ...,"  17,014 ","  22,237 ",  3.9 ,  22.2 ,  773.60 ,"  157,712.39 ",  -   ,  0.02 ,  0.03 ,  -   ,  -   ,  0.92 , No,  1.09 , Yes, Committed, Targets Set,  -   ,  -   ,  -   ,"  28,030.83 ","  25,720.56 ",  55.09 ,"  36,807.53 ","  33,158.64 ",  98.04 ,31-Mar-24,, ,  -   ,  -   , , ,INTEGRATED REPORT 2023-24,INTEGRATED REPORT 2023-24,https://www.lodhagroup.in/investor-relations/assets/pdf/3rd_Integrated_Annual_Report.pdf,https://www.lodhagroup.in/investor-relations/assets/pdf/3rd_Integrated_Annual_Report.pdf
TE Connectivity,PT_01740,https://www.te.com,TE Connectivity Ltd,Switzerland,Europe & Central Asia,High income,Public, CH0102993182,,, Q663452, 894500ZRIX9K13RHXR17, DIB, , , , Yes, , , Yes, Electronics,2610, Manufacture of electronic components and boards,"  14,923.00 ","  16,281.00 ","  16,034.00 ","  89,000.00 ","  92,000.00 ","  90,000.00 ",  41.0 ,  36.4 ,"  2,498.00 ","  103,278.00 ",  0.53 ,  0.52 ,  0.49 ,  3.80 , No,  3.34 , Yes,  3.20 , Yes, Committed, Targets Set,"  1,328,691.67 ","  1,118,891.67 ",  27.70 ,"  1,307,815.77 ","  1,112,796.17 ",  58.75 ,"  1,247,908.00 ","  1,074,909.19 ",  77.00 ,29-Sep-23,, ,  -   ,  -   , , ,2023 ANNUAL REPORT,"2023 Statement of Greenhouse Gas (GHG) Emissions, Energy Consumption, and Water Withdrawal",https://s1.q4cdn.com/769663331/files/doc_financials/2023/ar/2023-annual-report.pdf,https://www.te.com/content/dam/te-com/documents/about-te/corporate-responsibility/global/TEIndependentAccountantReviewReportandStatementFY2023final.pdf
Macquarie Group,PT_01112,https://www.macquarie.com,Macquarie Group Ltd,Australia,East Asia & Pacific,High income,Public, AU000000MQG1,,, Q1200904, 4ZHCHI4KYZG2WVRT8631, FSB, , , , , Yes, , Yes, Traditional Asset Managers,6630, Fund management activities, ..., ...,"  19,570 ","  16,804 ","  20,144 ","  19,566 ",  43.6 ,  62.5 ,  -   ,  -   ,  0.02 ,  0.01 ,  0.02 ,  0.01 ,  -   ,  0.22 , No,  0.22 , Yes,  -   , …,"  42,500.34 ","  41,111.44 ",  -   ,"  42,222.30 ","  40,500.00 ",  100.00 ,"  41,666.70 ","  39,900.00 ",  100.00 ,31-Mar-24,, ,  -   ,  -   , , ,2024 Annual Report, ,https://www.macquarie.com/assets/macq/investor/results-and-presentations/2024/macquarie-group-fy24-annual-report.pdf, 
Mahagenco ,PT_02304,https://www.mahagenco.in,Maharashtra State Power Generation Co. Ltd.,India,South Asia,Lower middle income,Government,,,, Q97251179, 335800UG5B4HOGEZ2689, Climate, , Yes, , , , , Yes, Utilities,3510," Electric power generation, transmission and distribution", ..., ...,"  4,006 ", ..., ...,  , ..., Not found,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , No,  -   , NA,  -   , …,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,31-Mar-24,, ,  -   ,  -   , , ,Standalone Financial Statement 23-2, ,https://www.mahagenco.in/tenderpdf/Standalone%20Financial%20Statement%2023-24%20(1)_20241021162315937.pdf, 
Mahindra and Mahindra,PT_01116,https://www.mahindra.com,Mahindra and Mahindra Limited,India,South Asia,Lower middle income,Public, INE101A01026,,, Q848059, 3358003B573EV4KB4Z02, Climate, , Yes, , , , , Yes, Motor Vehicles & Parts,2910, Manufacture of motor vehicles,"  12,325 ","  15,582 ","  17,101 ","  48,961 ","  61,874 ","  68,414 ",  6.8 ,  25.0 ,"  7,343.68 ","  992,612.16 ",  0.29 ,  0.26 ,  -   ,  65.83 ,  -   ,  80.21 , No,  76.63 , Yes, Targets Set, Targets Set,"  589,455.00 ","  296,128.00 ",  -   ,"  685,616.00 ","  284,938.00 ",  44.00 ,"  982,047.22 ","  433,020.00 ",  33.00 ,31-Mar-24,, ,  -   ,  -   , Vehicles manufactured,"  259,000 ",Integrated Annual Report 2023-24,Sustainability Report,https://www.mahindra.com/annual-report-FY2024/index.html,https://www.mahindra.com/sites/default/files/2024-07/MM-Sustianability-Report-2024.pdf
Marubeni Corporation,PT_01129,https://www.marubeni.com,Marubeni Corporation,Japan,East Asia & Pacific,High income,Public, JP3877600001,,, Q553927, 4P4N3ORD02UGQT1T1W12, Social,, ,, , , , Yes, Conglomerates,6420, Activities of holding companies,"  77,527 ","  69,890 ","  51,609 ","  46,100 ","  4,340 ","  4,337 ",  29.1 ,  20.0 ,"  276,899.00 ","  195,063.00 ",  0.34 ,  -   ,  -   ,  49.00 ,  -   ,  22.72 ,  -   ,  25.77 , No,  -   , …,"  4,865,277.78 ","  8,888.00 ",  -   ,  -   ,  -   ,  -   ,"  4,460,003.57 ","  9,086.00 ",  -   ,31-Mar-24,, ,  -   ,  -   , , ,Consolidated Financial Statements,Environmental Data,https://ssl4.eir-parts.net/doc/8002/ir_material_for_fiscal_ym19/158130/00.pdf,https://marubeni.disclosure.site/en/themes/19/
GE Vernova,PT_02909,https://www.gevernova.com,GE Vernova Inc. ,United States,North America,High income,Public, US36828A1016 ,GEV, NYSE, Q118957699, 254900DP080RU6OK2553, Climate,, Yes, Yes,,,, Yes, Capital Goods,3030, Manufacture of air and spacecraft and related machinery, ..., ...,"  33,239.00 ", ..., ...,"  80,000.00 ", ..., ...,"  5,678.12 ",  -   , ,  -   ,  0.62 , , ,  -   ,  -   ,"  1,118.00 ", No,  -   , …, , ,,  -   ,  -   ,  -   ,"  1,952,902.00 ","  1,123,807.00 ",  -   ,31-Dec-23,, ,  -   ,  -   , , ,INFORMATION STATEMENT ,SUSTAINABILITY REPORT 2023,https://www.gevernova.com/sites/default/files/2024-03/form10_registration_statement_mar052024.pdf,https://www.gevernova.com/sustainability/documents/Sustainability/ge-vernova-sustainability-report-2023.pdf
Primark,PT_02812,http://primark.com/,Primark Stores Limited,United Kingdom,Europe & Central Asia,High income,Private,,,, Q137023, 21380028ZBNXSR21LL96, Nature,,, Yes,,,, Yes, Apparel & Footwear,4771," Retail sale of clothing, footwear and leather articles in specialized stores", ..., ...,"  11,260.00 ", ..., ...,"  82,123.00 ", ..., ...,  -   ,  -   , ,  0.12 ,  0.11 , , ,  -   ,  -   ,  7.02 , Yes,  -   , Targets Set, , ,,  -   ,  -   ,  -   ,  -   ,  -   ,  64.00 ,31-Jul-23,  16 ,  16 ,  -   ,  -   ,  -   , ,PRIMARK SUSTAINABILITY AND ETHICS PROGRESS REPORT 2022/23, ,https://primark.a.bigcontent.io/v1/static/primark-sustainability-and-ethics-progress-report-2022-23, 
MatsukiyoCocokara & Co.,PT_02874,http://www.matsukiyococokara.com/,	MatsukiyoCocokara & Co.,Japan,East Asia & Pacific,High income,Public, JP3869010003,30880, Tokyo Stock Exchange, Q11340607,, Social,,,,,,, Yes, Retail,4772," Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores", ..., ...,"  7,278 ", ..., ...,"  43,000 ", ..., ...,  -   ,  -   , ,  -   ,  -   , , ,  -   ,  -   ,  1.70 , Yes,  -   , …, , ,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,31-Mar-24,, , ,  -   , , ,"Consolidated Financial Results for the Fiscal Year Ended March 31, 2024", ,https://ssl4.eir-parts.net/doc/3088/ir_material_for_fiscal_ym3/155096/00.pdf, 
